,org/jhotdraw/app/AbstractApplication.java,org/jhotdraw/app/AbstractProject.java,org/jhotdraw/app/Application.java,org/jhotdraw/app/DefaultApplicationModel.java,org/jhotdraw/app/DefaultOSXApplication.java,org/jhotdraw/app/DefaultSDIApplication.java,org/jhotdraw/beans/AbstractBean.java,org/jhotdraw/draw/AbstractDrawing.java,org/jhotdraw/draw/action/AbstractViewAction.java,org/jhotdraw/draw/action/JPopupButton.java,org/jhotdraw/draw/action/PaletteMenuItemUI.java,org/jhotdraw/draw/action/SwingWorker.java,org/jhotdraw/draw/action/ToolBarButtonFactory.java,org/jhotdraw/draw/action/VerticalGridLayout.java,org/jhotdraw/draw/action/ZoomAction.java,org/jhotdraw/draw/AttributeKey.java,org/jhotdraw/draw/AttributeKeys.java,org/jhotdraw/draw/Constrainer.java,org/jhotdraw/draw/DefaultDrawingEditor.java,org/jhotdraw/draw/DefaultDrawing.java,org/jhotdraw/draw/DefaultDrawingView.java,org/jhotdraw/draw/DrawingEditor.java,org/jhotdraw/draw/DrawingEvent.java,org/jhotdraw/draw/Drawing.java,org/jhotdraw/draw/DrawingListener.java,org/jhotdraw/draw/DrawingView.java,org/jhotdraw/draw/Figure.java,org/jhotdraw/draw/FigureLayerComparator.java,org/jhotdraw/draw/FigureSelectionEvent.java,org/jhotdraw/draw/FigureSelectionListener.java,org/jhotdraw/draw/GridConstrainer.java,org/jhotdraw/draw/HandleEvent.java,org/jhotdraw/draw/Handle.java,org/jhotdraw/draw/Options.java,org/jhotdraw/draw/Tool.java,org/jhotdraw/geom/Dimension2DDouble.java,org/jhotdraw/geom/Insets2DDouble.java,org/jhotdraw/gui/datatransfer/CompositeTransferable.java,org/jhotdraw/gui/PlacardScrollPaneLayout.java,org/jhotdraw/samples/draw/DrawApplet.java,org/jhotdraw/samples/draw/DrawApplicationModel.java,org/jhotdraw/samples/draw/DrawFigureFactory.java,org/jhotdraw/samples/draw/DrawingPanel.java,org/jhotdraw/samples/draw/DrawProject.java,org/jhotdraw/samples/draw/Main.java,org/jhotdraw/samples/net/Main.java,org/jhotdraw/samples/net/NetApplet.java,org/jhotdraw/samples/net/NetApplicationModel.java,org/jhotdraw/samples/net/NetFactory.java,org/jhotdraw/samples/net/NetProject.java,org/jhotdraw/samples/pert/Main.java,org/jhotdraw/samples/pert/PertApplet.java,org/jhotdraw/samples/pert/PertApplicationModel.java,org/jhotdraw/samples/pert/PertFactory.java,org/jhotdraw/samples/pert/PertProject.java,org/jhotdraw/undo/CompositeEdit.java,org/jhotdraw/undo/UndoRedoManager.java,org/jhotdraw/util/LocaleUtil.java,org/jhotdraw/util/ResourceBundleUtil.java,org/jhotdraw/util/ReversedList.java,org/jhotdraw/xml/DefaultDOMFactory.java,org/jhotdraw/xml/DOMFactory.java,org/jhotdraw/xml/DOMInput.java,org/jhotdraw/xml/DOMOutput.java,org/jhotdraw/xml/DOMStorable.java,org/jhotdraw/xml/NanoXMLLiteDOMInput.java,org/jhotdraw/xml/NanoXMLLiteDOMOutput.java,org/jhotdraw/xml/XMLTransferable.java
12,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
13,1,1,1,1,1,1,2,2,3,4,4,5,3,6,3,7,7,3,8,9,10,3,10,10,10,8,9,10,10,10,8,10,10,10,3,6,6,11,6,5,3,7,3,3,1,1,5,3,12,3,1,5,3,12,3,2,2,13,13,10,12,14,14,14,14,14,14,11
14,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,10,12,12,9
15,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,12,12,12,9
16,1,1,1,1,1,1,2,3,2,4,4,2,5,6,5,7,7,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,8,2,8,5,7,5,2,1,1,8,5,9,2,1,8,5,9,2,2,2,10,10,3,9,11,11,11,9,11,11,8
17,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,6,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,10,12,12,9
18,1,2,3,3,1,3,2,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,4,12,4,10,11,11,12,12,10,12,12,12,12,10,13,14,2,7,3,15,7,2,3,3,7,3,15,2,3,7,3,15,2,4,2,8,8,12,15,16,13,13,16,16,16,14
19,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,13,13,13,10
20,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,13,13,13,10
21,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,7,13,13,10
22,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,7,13,13,10
23,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
24,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,6,5,6,13,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,7,15,15,12
25,1,2,1,1,1,1,3,3,4,5,5,6,2,5,4,7,7,2,8,9,10,2,10,10,3,8,9,3,10,10,8,10,10,10,11,12,13,14,2,6,11,15,11,2,1,1,6,11,15,2,1,6,11,15,2,3,2,16,16,10,15,17,13,17,12,17,17,14
26,1,2,1,1,1,1,3,3,4,5,5,6,2,5,4,7,7,2,8,9,10,2,10,10,3,8,9,9,10,10,8,10,10,10,11,5,12,13,2,6,11,7,11,2,1,1,6,11,14,2,1,6,11,14,2,3,2,15,15,10,14,16,12,16,12,16,16,13
27,1,2,1,1,1,1,3,3,4,5,5,6,7,5,4,8,8,2,9,10,11,2,11,11,3,9,10,3,11,11,9,11,11,11,7,12,13,14,2,6,7,15,7,2,1,1,6,7,15,2,1,6,7,15,2,3,2,16,16,11,15,17,13,17,12,17,17,14
28,1,2,3,3,1,3,2,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,4,12,4,10,11,11,12,12,10,12,12,12,12,12,13,14,2,7,3,15,7,2,3,3,7,3,15,2,3,7,3,15,2,4,2,8,8,12,15,16,13,13,16,16,16,14
29,1,1,1,1,1,1,2,2,3,4,4,5,6,4,3,7,7,6,8,9,10,6,10,10,2,8,9,2,10,10,8,10,10,10,11,12,12,13,6,5,11,7,11,6,1,1,5,11,14,6,1,5,11,14,6,2,2,15,15,10,14,16,16,16,12,16,16,13
30,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
31,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,11,12,12,10,12,12,12,12,12,13,14,2,7,15,7,15,2,3,1,7,15,16,2,1,7,15,16,2,4,2,8,8,12,16,17,13,13,17,17,17,14
32,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,3,2,11,11,3,10,12,12,12,7,12,12,9
33,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,9,5,6,13,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,7,15,15,12
34,1,2,1,1,1,1,3,3,4,5,5,6,7,5,4,8,8,2,9,10,11,2,11,11,3,9,10,3,11,11,9,11,11,11,7,12,13,14,12,6,7,15,7,2,1,1,6,7,15,2,1,6,7,15,2,3,2,16,16,11,15,17,13,17,13,17,17,14
35,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,12,9,13,14,2,7,15,7,15,2,1,1,7,15,16,2,1,7,15,16,2,4,2,8,8,12,16,17,13,13,17,17,17,14
36,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,2,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,13,13,13,10
37,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,9,3,3,3,9,3,3,3,3,9,3,3,3,6,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,7,13,13,10
38,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,12,9,13,14,2,7,15,16,15,2,1,1,7,15,16,2,1,5,15,16,2,4,2,8,8,12,16,17,13,13,17,17,17,14
39,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,9,5,6,8,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,7,15,15,12
40,1,1,1,1,1,1,2,2,3,4,4,5,6,4,3,7,7,6,8,9,10,6,10,10,2,8,9,2,10,10,8,10,10,10,11,12,12,13,6,5,11,14,11,6,1,1,5,11,14,6,1,5,11,14,6,2,2,15,15,10,14,16,16,16,12,16,16,13
41,1,2,1,1,1,1,3,3,4,5,5,6,2,7,4,8,8,2,9,10,11,2,11,11,3,9,10,10,11,11,9,11,11,11,12,7,7,13,2,6,12,8,12,2,1,1,6,12,14,2,1,6,12,14,2,3,2,15,15,11,14,16,7,16,7,16,16,13
42,1,2,1,1,1,1,3,3,4,5,5,6,7,5,4,8,8,2,9,10,11,2,11,11,3,9,10,10,11,11,9,11,11,11,7,12,13,14,2,6,7,15,7,2,1,1,6,7,15,2,1,6,7,15,2,3,2,16,16,11,15,17,13,13,3,17,17,14
43,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,9,14,15,2,7,13,7,13,2,1,1,7,13,16,2,1,7,13,16,2,4,2,8,8,12,16,17,14,14,17,17,17,15
44,1,2,3,3,1,3,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,4,12,4,10,11,12,12,12,10,12,12,12,12,12,13,14,2,7,3,15,7,2,3,3,2,3,15,2,3,7,3,15,2,4,2,8,8,12,15,16,13,13,16,16,16,14
45,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,3,7,7,10,2,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,13,13,13,10
46,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,9,14,15,2,7,13,9,13,2,1,1,7,13,16,2,1,7,13,16,2,4,2,8,8,12,16,17,14,14,17,17,17,15
47,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,11,12,12,10,12,12,12,12,10,13,14,2,7,3,15,7,2,1,1,7,3,15,2,1,7,3,15,2,4,2,8,8,12,15,16,13,13,16,16,16,14
48,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,6,14,15,2,7,13,9,13,2,1,1,7,13,16,2,1,7,13,16,2,4,2,8,8,12,16,17,14,14,17,17,17,15
49,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,9,14,15,2,7,13,9,13,2,1,1,7,13,16,2,1,7,13,16,2,4,2,8,8,12,16,17,14,14,14,17,17,15
50,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,12,12,13,14,2,7,15,9,15,2,1,1,7,15,16,2,1,7,15,16,2,4,2,8,8,12,16,17,13,13,17,17,17,14
51,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,9,5,6,8,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,13,15,15,12
52,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,9,5,6,13,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,15,15,15,12
53,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,9,14,15,2,7,13,7,13,2,1,1,7,13,16,2,3,7,13,16,2,4,2,8,8,12,16,17,14,14,17,17,17,15
54,1,1,1,1,1,1,2,2,3,4,4,5,6,4,3,7,7,6,8,9,10,6,10,10,2,8,9,2,10,10,8,10,10,10,11,12,12,13,6,5,11,14,11,6,1,1,5,11,14,6,1,5,11,14,6,2,6,15,15,10,14,16,16,16,12,16,16,13
55,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,6,3,3,3,9,3,3,3,3,9,3,3,3,6,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,7,13,13,10
56,1,1,1,1,1,1,2,2,3,4,4,5,6,7,3,8,8,9,9,10,11,6,11,11,11,9,10,11,11,11,9,11,11,11,6,7,7,12,5,5,6,8,6,6,1,1,5,6,13,6,1,5,6,13,6,2,2,14,14,11,13,15,15,15,13,15,15,12
57,1,2,1,3,1,1,3,4,5,6,6,7,8,6,5,9,9,2,10,11,12,2,12,12,4,10,11,4,12,12,10,12,12,12,13,9,14,15,2,7,13,7,13,2,1,1,7,13,16,2,1,7,13,16,2,4,2,8,8,12,16,17,14,14,14,17,17,15
58,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,9,3,3,2,3,3,3,9,3,3,3,3,9,3,3,3,6,7,7,10,7,5,6,8,6,2,1,1,5,6,11,2,1,5,6,11,2,2,2,12,12,3,11,13,13,13,7,13,13,10
59,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
60,1,2,1,1,1,1,3,3,4,5,5,6,7,5,4,8,8,2,9,10,11,2,11,11,3,9,10,3,11,11,9,11,11,11,7,12,13,14,12,6,7,15,7,2,1,1,6,7,15,2,1,6,7,15,2,3,2,16,16,11,15,17,17,17,13,17,17,14
61,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
62,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
63,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,10,12,12,9
64,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
65,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
66,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,10,12,12,9
67,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,10,12,12,9
68,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
69,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
70,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
71,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
72,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
73,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
74,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,12,12,12,9
75,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
76,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,12,12,12,9
77,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,2,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
78,1,1,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
79,1,2,1,1,1,1,2,3,2,4,4,5,6,7,6,8,8,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,9,7,5,6,8,6,2,1,1,5,6,10,2,1,5,6,10,2,2,2,11,11,3,10,12,12,12,7,12,12,9
