,org/junit/Assert.java,org/junit/FixMethodOrder.java,org/junit/internal/builders/AllDefaultPossibilitiesBuilder.java,org/junit/internal/builders/AnnotatedBuilder.java,org/junit/internal/builders/IgnoredBuilder.java,org/junit/internal/builders/IgnoredClassRunner.java,org/junit/internal/builders/JUnit3Builder.java,org/junit/internal/builders/JUnit4Builder.java,org/junit/internal/builders/NullBuilder.java,org/junit/internal/builders/SuiteMethodBuilder.java,org/junit/internal/Classes.java,org/junit/internal/JUnitSystem.java,org/junit/internal/MethodSorter.java,org/junit/internal/RealSystem.java,org/junit/internal/requests/FilterRequest.java,org/junit/internal/runners/ErrorReportingRunner.java,org/junit/internal/runners/InitializationError.java,org/junit/internal/runners/JUnit38ClassRunner.java,org/junit/internal/runners/rules/RuleFieldValidator.java,org/junit/internal/runners/SuiteMethod.java,org/junit/internal/TextListener.java,org/junit/runner/Computer.java,org/junit/runner/Describable.java,org/junit/runner/Description.java,org/junit/runner/FilterFactories.java,org/junit/runner/FilterFactory.java,org/junit/runner/FilterFactoryParams.java,org/junit/runner/JUnitCommandLineParseResult.java,org/junit/runner/JUnitCore.java,org/junit/runner/manipulation/Filter.java,org/junit/runner/manipulation/Filterable.java,org/junit/runner/manipulation/NoTestsRemainException.java,org/junit/runner/notification/Failure.java,org/junit/runner/notification/RunListener.java,org/junit/runner/notification/RunNotifier.java,org/junit/runner/notification/StoppedByUserException.java,org/junit/runner/notification/SynchronizedRunListener.java,org/junit/runner/Request.java,org/junit/runner/Result.java,org/junit/runner/Runner.java,org/junit/runner/RunWith.java,org/junit/runners/BlockJUnit4ClassRunner.java,org/junit/runners/MethodSorters.java,org/junit/runners/model/Annotatable.java,org/junit/runners/model/FrameworkField.java,org/junit/runners/model/FrameworkMember.java,org/junit/runners/model/FrameworkMethod.java,org/junit/runners/model/InitializationError.java,org/junit/runners/model/RunnerBuilder.java,org/junit/runners/model/TestClass.java,org/junit/runners/ParentRunner.java,org/junit/runners/Suite.java,org/junit/validator/AnnotationsValidator.java,org/junit/validator/AnnotationValidator.java,org/junit/validator/AnnotationValidatorFactory.java,org/junit/validator/PublicClassValidator.java,org/junit/validator/TestClassValidator.java,org/junit/validator/ValidateWith.java
11,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
12,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,9,7,6,9,9,9,5,10,10,6,10,7,10,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
13,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,12,12,12,6,13,13,5,13,8,10,5,4,1,2,14,14,9,1,1,3,14,1,3,15,15,15,15,15,15
14,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,7,7,6,9,9,9,5,10,10,6,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
15,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,9,6,10,3,11,3,6,6,12,12,12,8,7,8,12,12,6,13,13,5,13,8,11,5,4,9,2,1,1,10,9,9,3,1,9,3,14,14,14,14,14,14
16,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
17,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,8,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
18,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,8,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
19,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,7,7,6,9,9,9,5,10,10,6,10,7,10,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
20,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,8,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
21,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,11,8,7,12,12,12,6,13,13,5,13,8,10,5,4,1,2,14,14,9,1,1,3,14,1,3,15,15,15,15,15,15
22,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
23,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,9,9,6,9,7,9,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
24,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,1,18
25,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
26,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,9,9,6,9,7,9,5,4,1,2,11,11,8,4,1,3,11,1,3,12,12,12,12,12,12
27,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
28,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
29,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
30,1,2,3,4,3,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,5,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
31,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
32,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
33,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
34,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
35,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
36,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
37,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,13,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
38,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
39,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,5,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
40,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
41,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,8,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
42,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,15,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
43,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
44,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,16,5,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
45,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,1,2,16,16,11,1,10,3,16,1,3,17,17,17,17,17,17
46,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
47,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,11,8,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
48,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,18,17,17,18
49,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,16,5,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
50,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,18,18,18
51,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
52,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
53,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
54,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,10,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
55,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
56,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,11,6,6,12,12,12,8,7,13,13,13,6,14,14,5,14,8,10,5,4,1,2,15,15,9,1,1,3,15,1,11,16,16,16,16,16,16
57,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,1,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,13,2,14,14,9,13,1,3,14,13,3,15,15,15,15,15,15
58,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
59,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
60,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,8,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
61,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
62,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,11,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
63,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,5,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
64,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
65,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,8,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
66,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
67,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
68,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,8,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
69,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,1,2,16,16,11,1,10,3,16,1,3,17,17,18,17,17,18
70,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,18,17,17,18
71,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,16,13,17,8,8,17,9,13,5,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
72,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
73,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,12,12,12,7,13,13,5,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
74,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,10,10,15,1,3,15,15,3,16,16,17,16,16,17
75,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,16,13,17,8,8,17,9,13,5,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
76,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,9,12,12,7,13,13,5,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
77,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,5,1,7,10,6,11,3,7,7,12,12,12,9,8,12,12,12,7,13,13,8,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
78,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,10,7,6,10,10,10,5,11,11,6,11,7,9,5,4,1,2,12,12,8,1,1,3,12,1,3,13,13,13,13,13,13
79,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,17,2,1,1,11,17,10,3,1,17,13,18,18,18,18,18,18
80,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,8,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
81,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,16,13,17,8,8,17,9,13,8,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
82,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,10,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
83,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,5,1,7,10,6,11,3,7,7,12,12,9,9,8,12,12,12,7,13,13,5,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
84,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,11,11,6,11,7,9,5,4,1,2,12,12,8,1,1,3,12,1,3,13,13,13,13,13,13
85,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,15,8,15,9,11,5,4,16,2,17,17,10,16,1,3,17,16,12,18,18,18,18,18,18
86,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,5,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
87,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,8,3,7,7,11,11,11,9,8,12,12,12,7,13,13,5,13,9,8,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
88,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,16,13,17,8,8,17,9,13,14,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
89,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,14,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,1,19
90,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,14,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
91,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,17,10,16,1,3,17,16,12,18,18,18,18,18,18
92,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,11,13,17,8,8,17,9,13,5,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
93,1,2,3,3,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,6,8,4,3,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
94,1,2,3,1,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,6,8,4,3,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
95,1,2,3,1,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,6,9,4,3,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
96,1,2,3,3,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,6,9,4,3,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
97,1,2,3,1,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,9,6,5,9,9,9,4,8,8,5,8,6,8,4,3,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
98,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,3,8,4,2,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
99,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,6,8,4,2,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
